Word,Status,FileName
shows,ok,b04-169-04-03
how,ok,b04-169-04-04
wrong,ok,b04-169-04-05
that,ok,b04-169-04-06
the,ok,b04-169-06-00
bank,ok,b04-169-06-01
is,ok,b04-169-06-02
made,ok,b04-169-06-03
of,ok,b04-169-06-04
boys,ok,b04-169-06-05
and,ok,b04-169-06-06
girls,ok,b04-169-06-07
aged,ok,b04-169-06-08
15,ok,b04-169-06-09
to,ok,b04-169-07-00
19,ok,b04-169-07-01
.,ok,b04-169-07-02
Certainly,ok,b04-175-00-00
teenagers,ok,b04-175-00-01
earn,ok,b04-175-00-02
more,ok,b04-175-00-03
than,ok,b04-175-00-04
ever,ok,b04-175-00-05
before,ok,b04-175-00-06
.,ok,b04-175-00-07
Certainly,ok,b04-175-01-00
they,ok,b04-175-01-01
spend,ok,b04-175-01-02
more,ok,b04-175-01-03
.,ok,b04-175-01-04
But,ok,b04-175-01-05
how,ok,b04-175-01-06
splendid,ok,b04-175-01-07
that,ok,b04-175-02-00
in,ok,b04-175-02-01
the,ok,b04-175-02-02
most,ok,b04-175-02-03
prosperous,ok,b04-175-02-04
days,ok,b04-175-02-05
in,ok,b04-175-02-06
this,ok,b04-175-02-07
country's,ok,b04-175-03-00
history,ok,b04-175-03-01
the,ok,b04-175-03-02
old-fashioned,ok,b04-175-03-03
virtue,ok,b04-175-03-04
of,ok,b04-175-03-05
thrift,ok,b04-175-03-06
should,ok,b04-175-04-00
still,ok,b04-175-04-01
have,ok,b04-175-04-02
a,ok,b04-175-04-03
powerful,ok,b04-175-04-04
appeal,ok,b04-175-04-05
for,ok,b04-175-04-06
young,ok,b04-175-04-07
They,ok,b04-175-07-00
say,ok,b04-175-07-01
that,ok,b04-175-07-02
our,ok,b04-175-07-03
farmers,ok,b04-175-07-04
do,ok,b04-175-07-05
not,ok,b04-175-07-06
seem,ok,b04-175-07-07
to,ok,b04-175-07-08
understand,ok,b04-175-08-00
the,ok,b04-175-08-01
meaning,ok,b04-175-08-02
of,ok,b04-175-08-03
free,ok,b04-175-08-04
trade,ok,b04-175-08-05
.,ok,b04-175-08-06
There,ok,b04-181-00-00
is,ok,b04-181-00-01
no,ok,b04-181-00-02
doubt,ok,b04-181-00-03
what,ok,b04-181-00-04
the,ok,b04-181-00-05
Danes,ok,b04-181-00-06
understand,ok,b04-181-00-07
by,ok,b04-181-01-00
free,ok,b04-181-01-01
trade,ok,b04-181-01-02
.,ok,b04-181-01-03
It,ok,b04-181-01-04
is,ok,b04-181-01-05
that,ok,b04-181-01-06
they,ok,b04-181-01-07
should,ok,b04-181-01-08
be,ok,b04-181-01-09
free,ok,b04-181-01-10
to,ok,b04-181-02-00
sell,ok,b04-181-02-01
as,ok,b04-181-02-02
much,ok,b04-181-02-03
as,ok,b04-181-02-04
they,ok,b04-181-02-05
like,ok,b04-181-02-06
",",ok,b04-181-02-07
while,ok,b04-181-02-08
buying,ok,b04-181-02-09
more,ok,b04-181-03-00
and,ok,b04-181-03-01
more,ok,b04-181-03-02
from,ok,b04-181-03-03
our,ok,b04-181-03-04
rivals,ok,b04-181-03-05
.,ok,b04-181-03-06
Germany,ok,b04-181-03-07
has,ok,b04-181-03-08
now,ok,b04-181-04-00
supplanted,ok,b04-181-04-01
Britain,ok,b04-181-04-02
as,ok,b04-181-04-03
Denmark's,ok,b04-181-04-04
principal,ok,b04-181-05-00
supplier,ok,b04-181-05-01
.,ok,b04-181-05-02
The,ok,b04-181-05-03
farmers,ok,b04-181-05-04
of,ok,b04-181-05-05
Britain,ok,b04-181-05-06
understand,ok,b04-181-06-00
free,ok,b04-181-06-01
trade,ok,b04-181-06-02
.,ok,b04-181-06-03
That,ok,b04-181-06-04
is,ok,b04-181-06-05
why,ok,b04-181-06-06
they,ok,b04-181-06-07
fight,ok,b04-181-06-08
it,ok,b04-181-07-00
.,ok,b04-181-07-01
THE,ok,b04-187-00-00
Palace,ok,b04-187-00-01
cinema,ok,b04-187-00-02
at,ok,b04-187-00-03
Buckley,ok,b04-187-00-04
",",ok,b04-187-00-05
near,ok,b04-187-00-06
Chester,ok,b04-187-00-07
",",ok,b04-187-00-08
will,ok,b04-187-00-09
be,ok,b04-187-00-10
reopened,ok,b04-187-01-00
next,ok,b04-187-01-01
week,ok,b04-187-01-02
by,ok,b04-187-01-03
Barry,ok,b04-187-01-04
Flanagan,ok,b04-187-01-05
and,ok,b04-187-01-06
Eric,ok,b04-187-01-07
Platt,ok,b04-187-02-00
",",ok,b04-187-02-01
both,ok,b04-187-02-02
aged,ok,b04-187-02-03
19,ok,b04-187-02-04
.,ok,b04-187-02-05
Eric,ok,b04-187-02-06
says,ok,b04-187-02-07
:,ok,b04-187-02-08
"""",ok,b04-187-02-09
We,ok,b04-187-02-10
believe,ok,b04-187-02-11
in,ok,b04-187-02-12
the,ok,b04-187-02-13
cinema,ok,b04-187-03-00
.,ok,b04-187-03-01
And,ok,b04-187-03-02
we,ok,b04-187-03-03
know,ok,b04-187-03-04
what,ok,b04-187-03-05
people,ok,b04-187-03-06
want,ok,b04-187-03-07
.,ok,b04-187-03-08
"""",ok,b04-187-03-09
The,ok,b04-187-03-10
combination,ok,b04-187-04-00
of,ok,b04-187-04-01
enthusiasm,ok,b04-187-04-02
and,ok,b04-187-04-03
shrewd,ok,b04-187-04-04
anticipation,ok,b04-187-04-05
of,ok,b04-187-05-00
public,ok,b04-187-05-01
taste,ok,b04-187-05-02
has,ok,b04-187-05-03
launched,ok,b04-187-05-04
many,ok,b04-187-05-05
great,ok,b04-187-05-06
enterprises,ok,b04-187-06-00
.,ok,b04-187-06-01
Barry,ok,b04-187-06-02
and,ok,b04-187-06-03
Eric,ok,b04-187-06-04
have,ok,b04-187-06-05
enthusiasm,ok,b04-187-06-06
.,ok,b04-187-06-07
They,ok,b04-187-06-08
are,ok,b04-187-07-00
backed,ok,b04-187-07-01
by,ok,b04-187-07-02
a,ok,b04-187-07-03
resurgent,ok,b04-187-07-04
film,ok,b04-187-07-05
industry,ok,b04-187-07-06
.,ok,b04-187-07-07
It,ok,b04-195-00-00
could,ok,b04-195-00-01
be,ok,b04-195-00-02
curtain,ok,b04-195-00-03
up,ok,b04-195-00-04
on,ok,b04-195-00-05
two,ok,b04-195-00-06
success,ok,b04-195-00-07
stories,ok,b04-195-00-08
.,ok,b04-195-00-09
Of,ok,b04-195-00-10
the,ok,b04-195-01-00
old,ok,b04-195-01-01
Palace,ok,b04-195-01-02
.,ok,b04-195-01-03
And,ok,b04-195-01-04
Barry,ok,b04-195-01-05
and,ok,b04-195-01-06
Eric,ok,b04-195-01-07
.,ok,b04-195-01-08
DONS,ok,b04-195-01-09
at,ok,b04-195-01-10
Cambridge,ok,b04-195-02-00
want,ok,b04-195-02-01
the,ok,b04-195-02-02
study,ok,b04-195-02-03
of,ok,b04-195-02-04
agriculture,ok,b04-195-02-05
to,ok,b04-195-02-06
become,ok,b04-195-02-07
an,ok,b04-195-03-00
honours,ok,b04-195-03-01
degree,ok,b04-195-03-02
course,ok,b04-195-03-03
.,ok,b04-195-03-04
Farming,ok,b04-195-03-05
is,ok,b04-195-03-06
Britain's,ok,b04-195-03-07
most,ok,b04-195-04-00
vital,ok,b04-195-04-01
industry,ok,b04-195-04-02
.,ok,b04-195-04-03
It,ok,b04-195-04-04
is,ok,b04-195-04-05
increasingly,ok,b04-195-04-06
dependent,ok,b04-195-04-07
on,ok,b04-195-05-00
new,ok,b04-195-05-01
techniques,ok,b04-195-05-02
-,ok,b04-195-05-03
and,ok,b04-195-05-04
on,ok,b04-195-05-05
the,ok,b04-195-05-06
universities,ok,b04-195-05-07
to,ok,b04-195-05-08
provide,ok,b04-195-06-00
men,ok,b04-195-06-01
of,ok,b04-195-06-02
knowledge,ok,b04-195-06-03
and,ok,b04-195-06-04
skill,ok,b04-195-06-05
.,ok,b04-195-06-06
The,ok,b04-202-00-00
older,ok,b04-202-00-01
universities,ok,b04-202-00-02
are,ok,b04-202-00-03
often,ok,b04-202-00-04
accused,ok,b04-202-00-05
of,ok,b04-202-00-06
being,ok,b04-202-00-07
interested,ok,b04-202-01-00
only,ok,b04-202-01-01
in,ok,b04-202-01-02
dead,ok,b04-202-01-03
subjects,ok,b04-202-01-04
.,ok,b04-202-01-05
Now,ok,b04-202-01-06
Cambridge,ok,b04-202-01-07
has,ok,b04-202-01-08
the,ok,b04-202-02-00
opportunity,ok,b04-202-02-01
to,ok,b04-202-02-02
show,ok,b04-202-02-03
is,ok,b04-202-02-04
just,ok,b04-202-02-05
as,ok,b04-202-02-06
interested,ok,b04-202-02-07
in,ok,b04-202-02-08
the,ok,b04-202-02-09
living,ok,b04-202-03-00
.,ok,b04-202-03-01
Particularly,ok,b04-202-03-02
as,ok,b04-202-03-03
its,ok,b04-202-03-04
rival,ok,b04-202-03-05
",",ok,b04-202-03-06
Oxford,ok,b04-202-03-07
",",ok,b04-202-03-08
has,ok,b04-202-03-09
had,ok,b04-202-03-10
a,ok,b04-202-03-11
similar,ok,b04-202-04-00
course,ok,b04-202-04-01
in,ok,b04-202-04-02
farming,ok,b04-202-04-03
for,ok,b04-202-04-04
15,ok,b04-202-04-05
years,ok,b04-202-04-06
!,ok,b04-202-04-07
JOHN,ok,b04-202-05-00
GLENN,ok,b04-202-05-01
",",ok,b04-202-05-02
Virgil,ok,b04-202-05-03
Grissom,ok,b04-202-05-04
",",ok,b04-202-05-05
Alan,ok,b04-202-05-06
Shepard,ok,b04-202-05-07
.,ok,b04-202-05-08
One,ok,b04-202-05-09
of,ok,b04-202-05-10
these,ok,b04-202-06-00
three,ok,b04-202-06-01
men,ok,b04-202-06-02
has,ok,b04-202-06-03
a,ok,b04-202-06-04
date,ok,b04-202-06-05
with,ok,b04-202-06-06
destiny,ok,b04-202-06-07
-,ok,b04-202-06-08
the,ok,b04-202-06-09
first,ok,b04-202-07-00
journey,ok,b04-202-07-01
into,ok,b04-202-07-02
Space,ok,b04-202-07-03
.,ok,b04-202-07-04
At,ok,b04-208-00-00
the,ok,b04-208-00-01
beginning,ok,b04-208-00-02
of,ok,b04-208-00-03
this,ok,b04-208-00-04
wonderful,ok,b04-208-00-05
century,ok,b04-208-00-06
many,ok,b04-208-00-07
people,ok,b04-208-01-00
believed,ok,b04-208-01-01
that,ok,b04-208-01-02
there,ok,b04-208-01-03
were,ok,b04-208-01-04
no,ok,b04-208-01-05
more,ok,b04-208-01-06
worlds,ok,b04-208-01-07
to,ok,b04-208-01-08
conquer,ok,b04-208-02-00
.,ok,b04-208-02-01
Nobody,ok,b05-017-00-00
's,ok,b05-017-00-01
going,ok,b05-017-00-02
to,ok,b05-017-00-03
shove,ok,b05-017-00-04
2ole,ok,b05-017-00-05
Uncle,ok,b05-017-00-06
Sam,ok,b05-017-00-07
around,ok,b05-017-00-08
!,ok,b05-017-00-09
"""",ok,b05-017-00-10
He,ok,b05-017-00-11
then,ok,b05-017-00-12
took,ok,b05-017-01-00
out,ok,b05-017-01-01
a,ok,b05-017-01-02
piece,ok,b05-017-01-03
of,ok,b05-017-01-04
paper,ok,b05-017-01-05
",",ok,b05-017-01-06
wrote,ok,b05-017-01-07
his,ok,b05-017-01-08
address,ok,b05-017-01-09
on,ok,b05-017-01-10
it,ok,b05-017-01-11
and,ok,b05-017-01-12
added,ok,b05-017-01-13
:,ok,b05-017-01-14
"""",ok,b05-017-02-00
Anybody,ok,b05-017-02-01
mucking,ok,b05-017-02-02
the,ok,b05-017-02-03
Yanks,ok,b05-017-02-04
about,ok,b05-017-02-05
had,ok,b05-017-02-06
better,ok,b05-017-02-07
call,ok,b05-017-02-08
on,ok,b05-017-02-09
me,ok,b05-017-02-10
first,ok,b05-017-03-00
.,ok,b05-017-03-01
I,ok,b05-017-03-02
won't,ok,b05-017-03-03
stand,ok,b05-017-03-04
for,ok,b05-017-03-05
it,ok,b05-017-03-06
.,ok,b05-017-03-07
"""",ok,b05-017-03-08
Exit,ok,b05-017-03-09
a,ok,b05-017-03-10
puzzled,ok,b05-017-03-11
American,ok,b05-017-03-12
.,ok,b05-017-03-13
The,ok,b05-017-04-00
other,ok,b05-017-04-01
incident,ok,b05-017-04-02
occurred,ok,b05-017-04-03
in,ok,b05-017-04-04
the,ok,b05-017-04-05
boat-train,ok,b05-017-04-06
from,ok,b05-017-04-07
Cherbourg,ok,b05-017-04-08
to,ok,b05-017-05-00
Paris,ok,b05-017-05-01
.,ok,b05-017-05-02
The,ok,b05-032-00-00
travellers,ok,b05-032-00-01
from,ok,b05-032-00-02
the,ok,b05-032-00-03
New,ok,b05-032-00-04
World,ok,b05-032-00-05
who,ok,b05-032-00-06
had,ok,b05-032-00-07
been,ok,b05-032-01-00
in,ok,b05-032-01-01
Britain,ok,b05-032-01-02
many,ok,b05-032-01-03
times,ok,b05-032-01-04
before,ok,b05-032-01-05
",",ok,b05-032-01-06
were,ok,b05-032-01-07
slightly,ok,b05-032-02-00
stunned,ok,b05-032-02-01
.,ok,b05-032-02-02
Afterwards,ok,b05-032-02-03
they,ok,b05-032-02-04
said,ok,b05-032-02-05
:,ok,b05-032-02-06
"""",ok,b05-032-02-07
We,ok,b05-032-02-08
thought,ok,b05-032-02-09
we,ok,b05-032-03-00
knew,ok,b05-032-03-01
it,ok,b05-032-03-02
all,ok,b05-032-03-03
",",ok,b05-032-03-04
but,ok,b05-032-03-05
you,ok,b05-032-03-06
Britishers,ok,b05-032-03-07
never,ok,b05-032-03-08
run,ok,b05-032-03-09
out,ok,b05-032-04-00
of,ok,b05-032-04-01
unturned,ok,b05-032-04-02
stones,ok,b05-032-04-03
.,ok,b05-032-04-04
"""",ok,b05-032-04-05
To,ok,b05-032-05-00
the,ok,b05-032-05-01
British,ok,b05-032-05-02
Travel,ok,b05-032-05-03
Association,ok,b05-032-05-04
",",ok,b05-032-05-05
doing,ok,b05-032-05-06
their,ok,b05-032-05-07
excellent,ok,b05-032-05-08
darndest,ok,b05-032-06-00
",",ok,b05-032-06-01
I,ok,b05-032-06-02
offer,ok,b05-032-06-03
these,ok,b05-032-06-04
sad,ok,b05-032-06-05
complexities,ok,b05-032-06-06
.,ok,b05-032-06-07
IN,ok,b05-032-06-08
the,ok,b05-032-06-09
1830's,ok,b05-032-06-10
the,ok,b05-032-07-00
Luddites,ok,b05-032-07-01
took,ok,b05-032-07-02
sledge-hammers,ok,b05-032-07-03
to,ok,b05-032-07-04
their,ok,b05-032-07-05
looms,ok,b05-032-07-06
and,ok,b05-032-07-07
many,ok,b05-032-08-00
a,ok,b05-032-08-01
good,ok,b05-032-08-02
trade,ok,b05-032-08-03
unionist,ok,b05-032-08-04
since,ok,b05-032-08-05
then,ok,b05-032-08-06
has,ok,b05-032-08-07
",",ok,b05-032-08-08
in,ok,b05-032-08-09
the,ok,b05-032-08-10
hope,ok,b05-032-09-00
of,ok,b05-032-09-01
improving,ok,b05-032-09-02
the,ok,b05-032-09-03
lot,ok,b05-032-09-04
of,ok,b05-032-09-05
his,ok,b05-032-09-06
fellow,ok,b05-032-09-07
workers,ok,b05-032-09-08
",",ok,b05-032-09-09
taken,ok,b05-032-09-10
the,ok,b05-032-10-00
theoretical,ok,b05-032-10-01
Luddite,ok,b05-032-10-02
hammer,ok,b05-032-10-03
again,ok,b05-032-10-04
.,ok,b05-032-10-05
Hence,ok,b05-038-00-00
the,ok,b05-038-00-01
hostility,ok,b05-038-00-02
to,ok,b05-038-00-03
automation,ok,b05-038-00-04
and,ok,b05-038-00-05
the,ok,b05-038-01-00
stop-watch,ok,b05-038-01-01
manufacturing,ok,b05-038-01-02
methods,ok,b05-038-01-03
that,ok,b05-038-01-04
threat,ok,b05-038-03-00
to,ok,b05-038-03-01
those,ok,b05-038-03-02
who,ok,b05-038-03-03
toil,ok,b05-038-03-04
and,ok,b05-038-03-05
spin,ok,b05-038-03-06
has,ok,b05-038-03-07
been,ok,b05-038-03-08
developed,ok,b05-038-04-00
by,ok,b05-038-04-01
a,ok,b05-038-04-02
firm,ok,b05-038-04-03
specialising,ok,b05-038-04-04
in,ok,b05-038-04-05
electronics,ok,b05-038-04-06
in,ok,b05-038-05-00
Los,ok,b05-038-05-01
Angeles,ok,b05-038-05-02
.,ok,b05-038-05-03
They,ok,b05-038-05-04
have,ok,b05-038-05-05
developed,ok,b05-038-05-06
a,ok,b05-038-05-07
new,ok,b05-038-05-08
system,ok,b05-038-06-00
whereby,ok,b05-038-06-01
completely,ok,b05-038-06-02
untrained,ok,b05-038-06-03
workers,ok,b05-038-06-04
can,ok,b05-038-07-00
be,ok,b05-038-07-01
taught,ok,b05-038-07-02
their,ok,b05-038-07-03
trade,ok,b05-038-07-04
by,ok,b05-038-07-05
means,ok,b05-038-07-06
of,ok,b05-038-07-07
tape,ok,b05-038-07-08
recordings,ok,b05-038-08-00
and,ok,b05-038-08-01
television,ok,b05-038-08-02
.,ok,b05-038-08-03
What,ok,b05-042-00-00
happens,ok,b05-042-00-01
is,ok,b05-042-00-02
that,ok,b05-042-00-03
the,ok,b05-042-00-04
unskilled,ok,b05-042-00-05
worker,ok,b05-042-00-06
is,ok,b05-042-01-00
processed,ok,b05-042-01-01
",",ok,b05-042-01-02
by,ok,b05-042-01-03
high-speed,ok,b05-042-01-04
listening,ok,b05-042-01-05
to,ok,b05-042-01-06
recorded,ok,b05-042-01-07
instructions,ok,b05-042-02-00
on,ok,b05-042-02-01
how,ok,b05-042-02-02
to,ok,b05-042-02-03
do,ok,b05-042-02-04
the,ok,b05-042-02-05
job,ok,b05-042-02-06
coupled,ok,b05-042-02-07
with,ok,b05-042-02-08
explanatory,ok,b05-042-03-00
TV,ok,b05-042-03-01
pictures,ok,b05-042-03-02
",",ok,b05-042-03-03
into,ok,b05-042-03-04
becoming,ok,b05-042-03-05
a,ok,b05-042-03-06
highly,ok,b05-042-03-07
skilled,ok,b05-042-04-00
",",ok,b05-042-04-01
obedient,ok,b05-042-04-02
craftsman,ok,b05-042-04-03
in,ok,b05-042-04-04
no,ok,b05-042-04-05
time,ok,b05-042-04-06
at,ok,b05-042-04-07
all,ok,b05-042-04-08
.,ok,b05-042-04-09
Not,ok,b05-042-05-00
only,ok,b05-042-05-01
can,ok,b05-042-05-02
the,ok,b05-042-05-03
raw,ok,b05-042-05-04
human,ok,b05-042-05-05
mind,ok,b05-042-05-06
be,ok,b05-042-05-07
technically,ok,b05-042-06-00
equipped,ok,b05-042-06-01
very,ok,b05-042-06-02
quickly,ok,b05-042-06-03
to,ok,b05-042-06-04
do,ok,b05-042-06-05
one,ok,b05-042-06-06
set,ok,b05-042-07-00
of,ok,b05-042-07-01
skilled,ok,b05-042-07-02
manufacturing,ok,b05-042-07-03
processes,ok,b05-042-07-04
in,ok,b05-042-07-05
one,ok,b05-042-07-06
trade,ok,b05-042-08-00
but,ok,b05-042-08-01
",",ok,b05-042-08-02
by,ok,b05-042-08-03
being,ok,b05-042-08-04
given,ok,b05-042-08-05
another,ok,b05-042-08-06
of,ok,b05-042-08-07
the,ok,b05-042-08-08
new,ok,b05-042-08-09
From,ok,b05-045-00-00
being,ok,b05-045-00-01
an,ok,b05-045-00-02
assembler,ok,b05-045-00-03
in,ok,b05-045-00-04
an,ok,b05-045-00-05
aircraft,ok,b05-045-00-06
factory,ok,b05-045-01-00
to,ok,b05-045-01-01
becoming,ok,b05-045-01-02
a,ok,b05-045-01-03
paint,ok,b05-045-01-04
sprayer,ok,b05-045-01-05
in,ok,b05-045-01-06
a,ok,b05-045-02-00
ceramic,ok,b05-045-02-01
factory,ok,b05-045-02-02
",",ok,b05-045-02-03
he,ok,b05-045-02-04
can,ok,b05-045-02-05
be,ok,b05-045-02-06
qualified,ok,b05-045-02-07
for,ok,b05-045-03-00
a,ok,b05-045-03-01
completely,ok,b05-045-03-02
new,ok,b05-045-03-03
job,ok,b05-045-03-04
in,ok,b05-045-03-05
less,ok,b05-045-03-06
time,ok,b05-045-03-07
than,ok,b05-045-04-00
it,ok,b05-045-04-01
takes,ok,b05-045-04-02
to,ok,b05-045-04-03
say,ok,b05-045-04-04
"""",ok,b05-045-04-05
Tolpuddle,ok,b05-045-04-06
with,ok,b05-045-07-00
ball,ok,b05-045-07-01
",",ok,b05-045-07-02
bats,ok,b05-045-07-03
and,ok,b05-045-07-04
wickets,ok,b05-045-07-05
between,ok,b05-045-07-06
#,ok,b05-045-08-00
two,ok,b05-045-08-01
sides,ok,b05-045-08-02
consisting,ok,b05-045-08-03
of,ok,b05-045-08-04
eleven,ok,b05-045-08-05
players,ok,b05-045-08-06
each,ok,b05-045-09-00
.,ok,b05-045-09-01
"""",ok,b05-045-09-02
Not,ok,b05-045-09-03
so,ok,b05-045-09-04
",",ok,b05-045-09-05
dear,ok,b05-045-09-06
Oxford,ok,b05-045-09-07
Dictionary,ok,b05-045-09-08
.,ok,b05-045-09-09
bats,ok,b05-050-02-00
and,ok,b05-050-02-01
wickets,ok,b05-050-02-02
between,ok,b05-050-02-03
two,ok,b05-050-02-04
sides,ok,b05-050-02-05
.,ok,b05-050-02-06
Shades,ok,b05-050-02-07
of,ok,b05-050-03-00
the,ok,b05-050-03-01
village,ok,b05-050-03-02
stalwarts,ok,b05-050-03-03
of,ok,b05-050-03-04
Hambledon,ok,b05-050-03-05
who,ok,b05-050-03-06
are,ok,b05-050-04-00
now,ok,b05-050-04-01
the,ok,b05-050-04-02
patron,ok,b05-050-04-03
saints,ok,b05-050-04-04
of,ok,b05-050-04-05
the,ok,b05-050-04-06
game,ok,b05-050-04-07
!,ok,b05-050-04-08
What,ok,b05-050-05-00
would,ok,b05-050-05-01
THEY,ok,b05-050-05-02
have,ok,b05-050-05-03
thought,ok,b05-050-05-04
of,ok,b05-050-05-05
these,ok,b05-050-06-00
civil,ok,b05-050-06-01
engineers,ok,b05-050-06-02
creeping,ok,b05-050-06-03
about,ok,b05-050-06-04
the,ok,b05-050-07-00
pitch,ok,b05-050-07-01
with,ok,b05-050-07-02
their,ok,b05-050-07-03
optical,ok,b05-050-07-04
instruments,ok,b05-050-08-00
?,ok,b05-050-08-01
The,ok,b05-055-00-00
village,ok,b05-055-00-01
green,ok,b05-055-00-02
is,ok,b05-055-00-03
the,ok,b05-055-00-04
real,ok,b05-055-00-05
home,ok,b05-055-00-06
of,ok,b05-055-00-07
cricket,ok,b05-055-00-08
.,ok,b05-055-00-09
A,ok,b05-055-00-10
couple,ok,b05-055-00-11
of,ok,b05-055-00-12
bumps,ok,b05-055-00-13
on,ok,b05-055-01-00
a,ok,b05-055-01-01
pitch,ok,b05-055-01-02
have,ok,b05-055-01-03
no,ok,b05-055-01-04
terrors,ok,b05-055-01-05
for,ok,b05-055-01-06
a,ok,b05-055-01-07
good,ok,b05-055-01-08
batsman,ok,b05-055-01-09
with,ok,b05-055-01-10
a,ok,b05-055-01-11
stout,ok,b05-055-01-12
heart,ok,b05-055-02-00
",",ok,b05-055-02-01
a,ok,b05-055-02-02
firm,ok,b05-055-02-03
grip,ok,b05-055-02-04
on,ok,b05-055-02-05
the,ok,b05-055-02-06
willow,ok,b05-055-02-07
and,ok,b05-055-02-08
a,ok,b05-055-02-09
hefty,ok,b05-055-02-10
contempt,ok,b05-055-02-11
for,ok,b05-055-02-12
batting,ok,b05-055-03-00
averages,ok,b05-055-03-01
and,ok,b05-055-03-02
all,ok,b05-055-03-03
the,ok,b05-055-03-04
statistical,ok,b05-055-03-05
blight,ok,b05-055-03-06
that,ok,b05-055-03-07
makes,ok,b05-055-03-08
a,ok,b05-055-03-09
mighty,ok,b05-055-04-00
six,ok,b05-055-04-01
these,ok,b05-055-04-02
days,ok,b05-055-04-03
as,ok,b05-055-04-04
rare,ok,b05-055-04-05
as,ok,b05-055-04-06
frostbite,ok,b05-055-04-07
in,ok,b05-055-04-08
summer,ok,b05-055-04-09
.,ok,b05-055-04-10
They,ok,b05-058-00-00
'll,ok,b05-058-00-01
be,ok,b05-058-00-02
clapping,ok,b05-058-00-03
the,ok,b05-058-00-04
man,ok,b05-058-00-05
who,ok,b05-058-00-06
plays,ok,b05-058-00-07
a,ok,b05-058-00-08
straight,ok,b05-058-00-09
theodolite,ok,b05-058-00-10
next,ok,b05-058-00-11
.,ok,b05-058-00-12
EICHMANN,ok,b05-058-01-00
continues,ok,b05-058-01-01
#,ok,b05-058-01-02
to,ok,b05-058-01-03
reveal,ok,b05-058-01-04
the,ok,b05-058-01-05
extraordinary,ok,b05-058-01-06
divisions,ok,b05-058-01-07
of,ok,b05-058-01-08
the,ok,b05-058-01-09
German,ok,b05-058-02-00
mind,ok,b05-058-02-01
.,ok,b05-058-02-02
Not,ok,b05-058-02-03
content,ok,b05-058-02-04
with,ok,b05-058-02-05
arguing,ok,b05-058-02-06
that,ok,b05-058-02-07
he,ok,b05-058-02-08
was,ok,b05-058-02-09
only,ok,b05-058-02-10
an,ok,b05-058-02-11
efficient,ok,b05-058-03-00
cog,ok,b05-058-03-01
in,ok,b05-058-03-02
the,ok,b05-058-03-03
machine,ok,b05-058-03-04
",",ok,b05-058-03-05
he,ok,b05-058-03-06
now,ok,b05-058-03-07
claims,ok,b05-058-03-08
that,ok,b05-058-03-09
part,ok,b05-058-03-10
of,ok,b05-058-03-11
the,ok,b05-058-03-12
endless,ok,b05-058-04-00
massacre,ok,b05-058-04-01
that,ok,b05-058-04-02
led,ok,b05-058-04-03
to,ok,b05-058-04-04
the,ok,b05-058-04-05
death,ok,b05-058-04-06
of,ok,b05-058-04-07
six,ok,b05-058-04-08
million,ok,b05-058-04-09
Jews,ok,b05-058-04-10
was,ok,b05-058-04-11
He,ok,b05-062-00-00
feels,ok,b05-062-00-01
satisfaction,ok,b05-062-00-02
"""",ok,b05-062-00-03
from,ok,b05-062-00-04
the,ok,b05-062-00-05
fact,ok,b05-062-00-06
that,ok,b05-062-00-07
my,ok,b05-062-00-08
personality,ok,b05-062-00-09
had,ok,b05-062-00-10
been,ok,b05-062-00-11
tested,ok,b05-062-01-00
and,ok,b05-062-01-01
weighed,ok,b05-062-01-02
and,ok,b05-062-01-03
not,ok,b05-062-01-04
found,ok,b05-062-01-05
wanting,ok,b05-062-01-06
.,ok,b05-062-01-07
"""",ok,b05-062-01-08
He,ok,b05-062-01-09
feels,ok,b05-062-01-10
like,ok,b05-062-01-11
Pontius,ok,b05-062-02-00
Pilate,ok,b05-062-02-01
who,ok,b05-062-02-02
washed,ok,b05-062-02-03
his,ok,b05-062-02-04
hands,ok,b05-062-02-05
before,ok,b05-062-02-06
the,ok,b05-062-02-07
multitude,ok,b05-062-02-08
saying,ok,b05-062-03-00
:,ok,b05-062-03-01
"""",ok,b05-062-03-02
I,ok,b05-062-03-03
am,ok,b05-062-03-04
innocent,ok,b05-062-03-05
of,ok,b05-062-03-06
the,ok,b05-062-03-07
blood,ok,b05-062-03-08
of,ok,b05-062-03-09
this,ok,b05-062-03-10
just,ok,b05-062-03-11
person,ok,b05-062-03-12
.,ok,b05-062-03-13
"""",ok,b05-062-03-14
Like,ok,b05-062-04-00
Dr.,ok,b05-062-04-01
Globke,ok,b05-062-04-02
",",ok,b05-062-04-03
whom,ok,b05-062-04-04
I,ok,b05-062-04-05
interviewed,ok,b05-062-04-06
the,ok,b05-062-04-07
other,ok,b05-062-04-08
day,ok,b05-062-04-09
",",ok,b05-062-04-10
Eichmann,ok,b05-062-04-11
said,ok,b05-062-05-00
:,ok,b05-062-05-01
"""",ok,b05-067-00-00
I,ok,b05-067-00-01
drew,ok,b05-067-00-02
a,ok,b05-067-00-03
certain,ok,b05-067-00-04
solace,ok,b05-067-00-05
from,ok,b05-067-00-06
the,ok,b05-067-00-07
fact,ok,b05-067-00-08
that,ok,b05-067-00-09
I,ok,b05-067-00-10
did,ok,b05-067-00-11
what,ok,b05-067-00-12
I,ok,b05-067-00-13
when,ok,b05-067-02-00
he,ok,b05-067-02-01
